0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.028
0.031
0.046
0.047
0.058
0.067
0.079
0.098
0.108
0.108
0.108
0.108
0.118
0.176
0.186
0.189
0.198
0.202
0.203
0.203
0.206
0.207
0.208
0.211
0.212
0.217
0.238
0.24
0.25
0.262
0.266
0.266
0.339
0.344
0.348
0.365
0.402
0.406
0.409
0.414
0.426
0.44
0.457
0.485
0.49
0.496
0.497
0.498
0.499
0.51
0.515
0.519
0.522
0.594
0.6
0.6
0.627
0.628
0.629
0.632
0.634
0.637
0.651
0.651
0.663
0.68
0.689
0.689
0.702
0.702
0.702
0.753
0.777
0.822
0.832
0.842
0.866
0.869
0.88
0.9
0.943
0.995
0.995
1.143
1.157
1.413
1.768
1.774
1.837
1.84
1.931
1.972
1.972
2.203
2.332
2.334
2.464
2.707
2.753
2.785
4.365
4.687
4.745
5.161
5.128
5.349
5.368
5.524
5.566
5.683
6.169
